pageid,name,coords,region,subregion,quality_score,rating_raw,rating_clean,time_lowhours,time_highhours,distance_mi,num_rappels,longest_raw,longest_rappel_ft,best_season_raw,season_spring,season_summer,season_fall,season_winter,best_season_notes,shuttle_raw,shuttle_minutes,vehicle_raw,vehicle_required,latitude,longitude,technical_class,water_rating,time_commitment,risk_rating
720,Hideout Canyon,"37° 40' 16.32"" N, 110° 2' 16.80"" W",Southeast Utah,Cedar Mesa,3,,,,,,,,,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,37.6712,-110.038,,,,
93650,Main Woody + Pothole Fork Combo,"37° 51' 17.28"" N, 110° 32' 53.16"" W",Southeast Utah,Trachyte Area,0,4B IV (<i>v4a2 IV</i>),4B IV,5.5,12.5,5.8,4,50 ft,50,Mar-Oct,TRUE,TRUE,TRUE,FALSE,,0.5 minutes,0.5,Passenger,FALSE,37.8548,-110.5481,4,B,IV,
1008,No Mans Canyon (South Fork),"38° 18' 27.36"" N, 110° 25' 1.56"" W",Southeast Utah,Ekker Ranch Road,3,,,,,,,,,Spring and Fall,TRUE,FALSE,TRUE,FALSE,,,,,FALSE,38.3076,-110.4171,,,,
539,Two Step Canyon,"38° 6' 39.60"" N, 110° 24' 23.76"" W",Southeast Utah,Burr Point,3,3A III (<i>v3a1 III</i>),3A III,4,6,,0,,,Any;HOT in Summer,TRUE,TRUE,TRUE,TRUE,hot in summer,,,,FALSE,38.111,-110.4066,3,A,III,
526,Hells Hole Canyon,"38° 20' 45.96"" N, 110° 35' 57.48"" W",Southeast Utah,Angel Point,1,3A I (<i>v3a1 I</i>),3A I,2,,,1,33 ft,33,Any; hot in summer,TRUE,TRUE,TRUE,TRUE,hot in summer,0 minutes,0,,FALSE,38.3461,-110.5993,3,A,I,
996,Buck Canyon (East Fork),"38° 22' 38.64"" N, 110° 32' 46.32"" W",Southeast Utah,White Roost,1.7,,,,,,,,,Spring;Summer;Fall;Winter,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,38.3774,-110.5462,,,,
492,Cove Canyon (Cedar Mesa),"37° 57' 43.56"" N, 110° 14' 53.52"" W",Southeast Utah,Cedar Mesa,2,3B III (<i>v3a2 III</i>),3B III,4,6,,,,,Spring through Fall.,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,37.9621,-110.2482,3,B,III,
999,Etta Place Canyon,"38° 20' 29.76"" N, 110° 26' 57.48"" W",Southeast Utah,Burr Pass,2,,,,,,,,,Spring and Fall,TRUE,FALSE,TRUE,FALSE,,,,,FALSE,38.3416,-110.4493,,,,
75652,Pasture Canyon (Pothole Fork),"38° 22' 29.64"" N, 110° 30' 29.52"" W",Southeast Utah,White Roost,2,3B II (<i>v3a2 II</i>),3B II,,,,3,49.213 ft,49,Spring and Fall,TRUE,FALSE,TRUE,FALSE,,0 minutes,0,High Clearance,TRUE,38.3749,-110.5082,3,B,II,
538,Tumbleweed Balcony,"38° 13' 35.40"" N, 110° 29' 59.64"" W",Southeast Utah,Burr Point,2,3A II (<i>v3a1 II</i>),3A II,1,4,,0,,,Spring through fall.,TRUE,TRUE,TRUE,FALSE,,,,Passenger,FALSE,38.2265,-110.4999,3,A,II,
1016,Turner Canyon,"38° 23' 15.72"" N, 110° 16' 35.04"" W",Southeast Utah,Bluejohn Complex,2,,,,,,,,,Spring and Fall,TRUE,FALSE,TRUE,FALSE,,,,,FALSE,38.3877,-110.2764,,,,
84187,Who Knew Canyon,"38° 1' 56.64"" N, 110° 30' 48.24"" W",Southeast Utah,The Irish,2,3B II (<i>v3a2 II</i>),3B II,,,,2,80 ft,80,Spring and Fall,TRUE,FALSE,TRUE,FALSE,,0 minutes,0,Passenger,FALSE,38.0324,-110.5134,3,B,II,
63565,Casablanca Canyon (North Fork),"37° 58' 56.28"" N, 110° 29' 4.20"" W",Southeast Utah,Hog Springs,1,3A I (<i>v3a1 I</i>),3A I,,,2.8,1,160 ft,160,Year Round,TRUE,TRUE,TRUE,TRUE,,0 minutes,0,Passenger,FALSE,37.9823,-110.4845,3,A,I,
84188,Ponderosa Canyon,"38° 0' 57.96"" N, 110° 31' 18.84"" W",Southeast Utah,The Irish,1,3B I (<i>v3a2 I</i>),3B I,,,,1,150 ft,150,Spring and Fall,TRUE,FALSE,TRUE,FALSE,,0 minutes,0,Passenger,FALSE,38.0161,-110.5219,3,B,I,
76585,Bull Canyon (West Fork),"38° 21' 39.24"" N, 110° 31' 26.40"" W",Southeast Utah,White Roost,0,2A II PG (<i>v1a1 II</i>),2A II PG,,,,0,0 ft,0,Spring and Fall,TRUE,FALSE,TRUE,FALSE,,0 minutes,0,High Clearance,TRUE,38.3609,-110.524,2,A,II,PG
1123,Lewis Lodge Ruins,,Southeast Utah,Cedar Mesa,0,2A II (<i>v1a1 II</i>),2A II,,,,,0 ft,0,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,,,2,A,II,
84652,Neilson Wash,"38° 23' 22.56"" N, 110° 53' 35.16"" W",Southeast Utah,Southeast Utah,0,,,,,,,,,,,,,,,,,,FALSE,38.3896,-110.8931,,,,
1114,Pollys Canyon,,Southeast Utah,Cedar Mesa,0,2A III (<i>v1a1 III</i>),2A III,,,,,0 ft,0,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,,,2,A,III,
297,Sow Fork,"37° 59' 10.68"" N, 110° 30' 12.96"" W",Southeast Utah,Hog Springs,0,2A II (<i>v1a1 II</i>),2A II,6,9,6.9,3,125 ft,125,Spring and Fall,TRUE,FALSE,TRUE,FALSE,,,,Passenger,FALSE,37.9863,-110.5036,2,A,II,
583,The Squeeze,"38° 32' 40.20"" N, 110° 57' 3.24"" W",San Rafael Swell,Southern Swell,4.9,4B IV (<i>v4a2 IV</i>),4B IV,7,12,,16,99 ft,99,Spring through Fall,TRUE,TRUE,TRUE,FALSE,,0 minutes,0,4WD - High Clearance,TRUE,38.5445,-110.9509,4,B,IV,
581,Quandary Canyon,"38° 34' 12.72"" N, 110° 55' 40.80"" W",San Rafael Swell,Southern Swell,4.3,4B III (<i>v4a2 III</i>),4B III,7,10,,7,66 ft,66,Late Spring through Early Fall,TRUE,FALSE,TRUE,FALSE,,0 minutes,0,4WD - High Clearance,TRUE,38.5702,-110.928,4,B,III,
573,Baptist Draw,"38° 41' 51.00"" N, 110° 48' 23.04"" W",San Rafael Swell,Central Swell,4.2,3B III (<i>v3a2 III</i>),3B III,4,9,,3,70 ft,70,Spring; Summer; Fall,TRUE,TRUE,TRUE,FALSE,,0 minutes,0,High Clearance,TRUE,38.6975,-110.8064,3,B,III,
588,Zero G Canyon,"38° 46' 25.32"" N, 110° 29' 40.20"" W",San Rafael Swell,Eastern Reef,3.9,3B II PG (<i>v4a2 II</i>),3B II PG,1.5,3.5,2.8,2,49.213 ft,49,Spring; Summer; Fall,TRUE,TRUE,TRUE,FALSE,,,,Passenger,FALSE,38.7737,-110.4945,3,B,II,PG
574,Cable Canyon,"38° 30' 12.24"" N, 110° 58' 2.28"" W",San Rafael Swell,Southern Swell,4,3B IV (<i>v3a2 IV</i>),3B IV,7,9,,3,83 ft,83,Spring; Summer; Fall,TRUE,TRUE,TRUE,FALSE,,0 minutes,0,Passenger,FALSE,38.5034,-110.9673,3,B,IV,
56012,Buckeyes Canyon,"38° 54' 46.80"" N, 110° 27' 7.20"" W",San Rafael Swell,Eastern Reef,4,4B III (<i>v4a2 III</i>),4B III,6,8,,11,181 ft,181,"Spring, Fall",TRUE,FALSE,TRUE,FALSE,,0 minutes,0,Passenger,FALSE,38.913,-110.452,4,B,III,
1023,The Chute of Muddy Creek,"38° 37' 0.84"" N, 110° 58' 17.76"" W",San Rafael Swell,Southern Swell,4,1B IV (<i>v1a2 IV</i>),1B IV,6,10,,,0 ft,0,Spring; Summer; Fall,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,38.6169,-110.9716,1,B,IV,
577,Knotted Rope Canyon,"38° 33' 52.20"" N, 110° 56' 28.32"" W",San Rafael Swell,Southern Swell,3.8,3B IV (<i>v2a2 IV</i>),3B IV,6,10,,3,25 ft,25,Spring or Fall,TRUE,FALSE,TRUE,FALSE,,0.5 minutes,0.5,4WD - High Clearance,TRUE,38.5645,-110.9412,3,B,IV,
585,Black Box (Upper),"39° 0' 29.88"" N, 110° 29' 21.12"" W",San Rafael Swell,Northern Swell,3.8,3C II (<i>v3a4 II</i>),3C II,3,5,,1,83 ft,83,Late Spring; Summer; Fall,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,39.0083,-110.4892,3,C,II,
1032,Goblin's Lair,"38° 33' 41.04"" N, 110° 41' 44.16"" W",San Rafael Swell,Goblin Valley State Park,3.6,3A I (<i>v3a1 I</i>),3A I,1,4,1.75,1,88.583 ft,88,Any;HOT in Summer,TRUE,TRUE,TRUE,TRUE,hot in summer,,,Passenger,FALSE,38.5614,-110.6956,3,A,I,
586,Greasewood (Upper),"38° 50' 22.20"" N, 110° 30' 6.12"" W",San Rafael Swell,Central Swell,3.6,3B III (<i>v3a2 III</i>),3B III,4,6,,3,66 ft,66,Late spring through early fall,TRUE,FALSE,TRUE,FALSE,,,,,FALSE,38.8395,-110.5017,3,B,III,
1031,Forgotten and Lower Eagle Canyon,"38° 52' 54.48"" N, 110° 54' 16.20"" W",San Rafael Swell,Central Swell,3.7,3A III (<i>v3a1 III</i>),3A III,5,7,8.5,1,49.213 ft,49,Any; hot in summer,TRUE,TRUE,TRUE,TRUE,hot in summer,,,4WD - High Clearance,TRUE,38.8818,-110.9045,3,A,III,
1038,Little Wild Horse Canyon,"38° 35' 44.88"" N, 110° 48' 19.44"" W",San Rafael Swell,Eastern Reef,3.6,2A II (<i>v1a1 II</i>),2A II,1,7,,,0 ft,0,Any;HOT in Summer,TRUE,TRUE,TRUE,TRUE,hot in summer,,,Passenger,FALSE,38.5958,-110.8054,2,A,II,
1021,Chute Canyon (Upper),"38° 41' 27.24"" N, 110° 46' 59.88"" W",San Rafael Swell,Central Swell,3.8,3B IV R (<i>v5a2 IV</i>),3B IV R,,,,,,,,,,,,,,,,FALSE,38.6909,-110.7833,3,B,IV,R
582,Southern Baptist Canyon,"38° 41' 32.28"" N, 110° 47' 37.32"" W",San Rafael Swell,Central Swell,3.6,3B II (<i>v3a2 II</i>),3B II,3,8,,5,83 ft,83,Spring; Summer; Fall,TRUE,TRUE,TRUE,FALSE,,,,High Clearance,TRUE,38.6923,-110.7937,3,B,II,
576,Eardley Canyon (Lower),"38° 48' 1.08"" N, 110° 31' 36.84"" W",San Rafael Swell,Eastern Reef,3.4,3B III (<i>v3a2 III</i>),3B III,5,8,,6,50 ft,50,Spring;Summer;Fall;HOT in Summer,TRUE,TRUE,TRUE,FALSE,hot in summer,0 minutes,0,,FALSE,38.8003,-110.5269,3,B,III,
1026,Crack Canyon,"38° 38' 35.16"" N, 110° 44' 42.00"" W",San Rafael Swell,Eastern Reef,3.5,2A II (<i>v1a1 II</i>),2A II,2,6,3,,0 ft,0,Any;HOT in Summer,TRUE,TRUE,TRUE,TRUE,hot in summer,,,Passenger,FALSE,38.6431,-110.745,2,A,II,
1039,Muddy Creek Gorge,"38° 34' 8.04"" N, 110° 57' 21.96"" W",San Rafael Swell,Southern Swell,3.6,2B II (<i>v1a2 II</i>),2B II,,,,,0 ft,0,Spring;Summer;Fall;Winter,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,38.5689,-110.9561,2,B,II,
584,Three Fingers Canyon,"38° 50' 45.60"" N, 110° 30' 48.60"" W",San Rafael Swell,Central Swell,3.5,3B III (<i>v3a2 III</i>),3B III,4,6,,2,50 ft,50,Late spring through early fall,TRUE,FALSE,TRUE,FALSE,,,,,FALSE,38.846,-110.5135,3,B,III,
1020,Box and Double Arch Canyons,"38° 55' 50.88"" N, 110° 25' 23.52"" W",San Rafael Swell,Northern Swell,3.4,3B <i>I</i> (<i>v3a2 I</i>),3B <i>I</i>,1,3,,2,173.885 ft,173,Any;HOT in Summer,TRUE,TRUE,TRUE,TRUE,hot in summer,,,,FALSE,38.9308,-110.4232,3,B,I,
580,Iron Wash (North Fork),"38° 43' 41.88"" N, 110° 31' 41.52"" W",San Rafael Swell,Eastern Reef,3.4,3B III R (<i>v5a2 III</i>),3B III R,3,5,5,2,40 ft,40,Spring; Summer; Fall,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,38.7283,-110.5282,3,B,III,R
1028,Ding Canyon,"38° 34' 54.12"" N, 110° 50' 7.08"" W",San Rafael Swell,Eastern Reef,3.3,2A II (<i>v1a1 II</i>),2A II,2,6,5,,0 ft,0,Any;HOT in Summer,TRUE,TRUE,TRUE,TRUE,hot in summer,,,Passenger,FALSE,38.5817,-110.8353,2,A,II,
1037,Iron Wash (Upper),"38° 44' 54.24"" N, 110° 37' 41.16"" W",San Rafael Swell,Central Swell,3.5,3B IV (<i>v3a2 IV</i>),3B IV,8,12,14,7,60 ft,60,Spring; Fall,TRUE,FALSE,TRUE,FALSE,,0 minutes,0,4WD - High Clearance,TRUE,38.7484,-110.6281,3,B,IV,
578,Lupacchiotta Canyon,"38° 51' 1.44"" N, 110° 51' 20.88"" W",San Rafael Swell,Central Swell,3.1,3A I (<i>v3a1 I</i>),3A I,2,3,,2,83 ft,83,Any,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,38.8504,-110.8558,3,A,I,
1019,Black Box (Lower),"38° 59' 30.12"" N, 110° 27' 53.64"" W",San Rafael Swell,Northern Swell,3.8,2C III (<i>v1a4 III</i>),2C III,7,9,,,0 ft,0,Early spring; Summer; Fall,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,38.9917,-110.4649,2,C,III,
579,Music Canyon,"38° 37' 25.32"" N, 110° 54' 43.56"" W",San Rafael Swell,Southern Swell,3,3B III (<i>v3a2 III</i>),3B III,6,10,13.75,7,30 ft,30,Spring or Fall,TRUE,FALSE,TRUE,FALSE,,20 minutes,20,Passenger,FALSE,38.6237,-110.9121,3,B,III,
28120,Eardley Canyon (Upper),"38° 50' 18.24"" N, 110° 33' 44.28"" W",San Rafael Swell,Central Swell,3.4,2A III (<i>v1a1 III</i>),2A III,8,,,,0 ft,0,Fall;Winter;Spring,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,38.8384,-110.5623,2,A,III,
587,Wild Horse Window Canyon,"38° 39' 11.52"" N, 110° 40' 35.40"" W",San Rafael Swell,Eastern Reef,3,2A II (<i>v1a1 II</i>),2A II,3,5,,1,115 ft,115,Any;HOT in Summer,TRUE,TRUE,TRUE,TRUE,hot in summer,,,,FALSE,38.6532,-110.6765,2,A,II,
1030,Farnsworth Canyon,"38° 40' 33.60"" N, 110° 37' 10.20"" W",San Rafael Swell,Eastern Reef,2.7,3A III (<i>v3a1 III</i>),3A III,5,7,8,3,175 ft,175,Fall; Winter; Spring,TRUE,FALSE,TRUE,TRUE,,0.5 minutes,0.5,High Clearance,TRUE,38.676,-110.6195,3,A,III,
31774,Great Gusto Canyon,"38° 43' 43.68"" N, 110° 32' 0.24"" W",San Rafael Swell,Eastern Reef,3,4A <i>III</i> (<i>v4a1 III</i>),4A <i>III</i>,4,6,,2,279 ft,279,Fall;Winter;Spring,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,38.7288,-110.5334,4,A,III,
11034,Hyde Draw,"38° 50' 33.00"" N, 110° 33' 25.56"" W",San Rafael Swell,Central Swell,2.7,3B I (<i>v3a2 I</i>),3B I,2,4,,2,50 ft,50,Spring through fall.,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,38.8425,-110.5571,3,B,I,
1027,Dang Canyon,"38° 35' 36.60"" N, 110° 51' 3.96"" W",San Rafael Swell,Eastern Reef,2.6,2A II (<i>v1a1 II</i>),2A II,3,4,5,,0 ft,0,Spring;Summer;Fall;Winter,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,38.5935,-110.8511,2,A,II,
60644,Upper Black Dragon Wash,"38° 56' 2.76"" N, 110° 29' 30.84"" W",San Rafael Swell,San Rafael Swell,2.9,3B I (<i>v3a2 I</i>),3B I,,,1.5,,40 ft,40,Mar-Nov,TRUE,TRUE,TRUE,FALSE,,0 minutes,0,Passenger,FALSE,38.9341,-110.4919,3,B,I,
70535,Bongo Canyon,"38° 52' 42.24"" N, 110° 28' 46.92"" W",San Rafael Swell,Eastern Reef,3,3B IV (v4a1 V),3B IV,,,4.75,11,275 ft,275,"Apr-May, Sep-Oct",TRUE,FALSE,FALSE,FALSE,,0 minutes,0,4WD,TRUE,38.8784,-110.4797,3,B,IV,
1042,Ramp Canyon,"38° 33' 57.60"" N, 110° 53' 58.56"" W",San Rafael Swell,Southern Swell,2.5,2A II (<i>v1a1 II</i>),2A II,,,,,0 ft,0,Spring;Summer;Fall;Winter,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,38.566,-110.8996,2,A,II,
11035,Black Dragon Wash,"38° 56' 35.52"" N, 110° 25' 32.16"" W",San Rafael Swell,Northern Swell,3,3B II (<i>v3a2 II</i>),3B II,1.5,2,,,,,Any,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,38.9432,-110.4256,3,B,II,
11033,Arch Tower and Cave Canyon,"38° 59' 41.28"" N, 110° 25' 35.40"" W",San Rafael Swell,Northern Swell,4.5,Cave,Cave,4,6,7.5,,,,Spring; Fall; Winter,TRUE,FALSE,TRUE,TRUE,,,,,FALSE,38.9948,-110.4265,,,,
575,Cistern Canyon,"38° 34' 25.68"" N, 110° 54' 27.00"" W",San Rafael Swell,Southern Swell,1.8,3A III (<i>v3a1 III</i>),3A III,4,6,,0,,,Fall;Winter or Spring;HOT in Summer,TRUE,TRUE,TRUE,TRUE,hot in summer,,,Passenger,FALSE,38.5738,-110.9075,3,A,III,
1018,Bell Canyon,"38° 35' 23.28"" N, 110° 48' 37.80"" W",San Rafael Swell,Eastern Reef,2,,,,,,,,,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,38.5898,-110.8105,,,,
82501,Wendys,"38° 53' 36.60"" N, 110° 27' 20.88"" W",San Rafael Swell,Eastern Reef,2.6,3B <i>III</i> (<i>v3a2 III</i>),3B <i>III</i>,,,,5,160 ft,160,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,0 minutes,0,,FALSE,38.8935,-110.4558,3,B,III,
1029,Enigma Canyon,"38° 43' 33.60"" N, 111° 3' 54.36"" W",San Rafael Swell,Western Reef,3.5,3A III (<i>v3a1 III</i>),3A III,,,,,60 ft,60,Spring; Fall,TRUE,FALSE,TRUE,FALSE,,,,4WD - High Clearance,TRUE,38.726,-111.0651,3,A,III,
1043,Segers Window Canyon,"38° 31' 50.16"" N, 110° 57' 9.72"" W",San Rafael Swell,Southern Swell,2.8,4B IV R (<i>v5a2 IV</i>),4B IV R,6,9,,6,181 ft,181,Late Spring;Summer;Fall,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,38.5306,-110.9527,4,B,IV,R
31773,Iron Wash (Lower),"38° 42' 15.12"" N, 110° 31' 4.80"" W",San Rafael Swell,Eastern Reef,3.3,2A II (<i>v1a1 II</i>),2A II,4,6,10,,0 ft,0,Fall;Winter;Spring,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,38.7042,-110.518,2,A,II,
1025,Crawford Draw,"38° 50' 2.76"" N, 110° 36' 48.96"" W",San Rafael Swell,Central Swell,2.8,2A I (<i>v1a1 I</i>),2A I,,,,,0 ft,0,,,,,,,,,,FALSE,38.8341,-110.6136,2,A,I,
1035,Gem Canyon (Middle Fork),"38° 43' 2.28"" N, 111° 1' 48.00"" W",San Rafael Swell,Western Reef,3.5,3A IV (<i>v3a1 IV</i>),3A IV,,,,,,,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,38.7173,-111.03,3,A,IV,
1022,Chute Canyon (Lower),"38° 36' 37.44"" N, 110° 45' 25.92"" W",San Rafael Swell,Eastern Reef,2.1,1A II (<i>v1a1 II</i>),1A II,3,7,11,,0 ft,0,Fall; Winter; Spring,TRUE,FALSE,TRUE,TRUE,,,,,FALSE,38.6104,-110.7572,1,A,II,
65690,Furniture Draw,"39° 9' 51.48"" N, 110° 43' 45.12"" W",San Rafael Swell,Northern Swell,3,1B I (v1a2 II),1B I,,,2,,0 ft,0,"Dec-May, Sep-Nov",TRUE,FALSE,FALSE,TRUE,,0 minutes,0,Passenger,FALSE,39.1643,-110.7292,1,B,I,
1036,Gem Canyon (West Fork),"38° 43' 21.36"" N, 111° 2' 6.72"" W",San Rafael Swell,Western Reef,4,3A IV (<i>v3a1 IV</i>),3A IV,,,,,,,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,38.7226,-111.0352,3,A,IV,
71168,Succinct Canyon,"39° 2' 29.04"" N, 110° 24' 52.92"" W",San Rafael Swell,Northern Swell,2,3A I (v3a1 III),3A I,,,1.7,4,115 ft,115,Spring;Fall,TRUE,FALSE,TRUE,FALSE,,,,4WD,TRUE,39.0414,-110.4147,3,A,I,
25736,Devils Canyon (Utah),"38° 50' 38.76"" N, 110° 55' 33.24"" W",San Rafael Swell,Central Swell,3,2 (<i>v1</i>),2,,,,,0 ft,0,,,,,,,,,4WD,TRUE,38.8441,-110.9259,2,,,
65496,Little Holes Canyon,"39° 9' 42.12"" N, 110° 41' 13.56"" W",San Rafael Swell,Northern Swell,3,2B II PG (v2a2 II),2B II PG,,,2.35,0,0 ft,0,Dec-Nov,TRUE,TRUE,TRUE,TRUE,,0.5 minutes,0.5,Passenger,FALSE,39.1617,-110.6871,2,B,II,PG
1040,Mud Canyon,"38° 34' 55.56"" N, 110° 57' 21.24"" W",San Rafael Swell,Southern Swell,3,2A II (<i>v1a1 II</i>),2A II,,,,,0 ft,0,,,,,,,,,,FALSE,38.5821,-110.9559,2,A,II,
34257,Poncho Wash,"38° 43' 32.52"" N, 111° 4' 43.32"" W",San Rafael Swell,Western Reef,3,3A III (<i>v3a1 III</i>),3A III,,,6,2,155 ft,155,"Inaccessible in winter, too hot in summer",FALSE,FALSE,FALSE,FALSE,hot in summer,,,,FALSE,38.7257,-111.0787,3,A,III,
1044,Straight Wash (Lower),"38° 47' 9.96"" N, 110° 29' 53.88"" W",San Rafael Swell,Eastern Reef,3,1A II (<i>v1a1 II</i>),1A II,,,,,0 ft,0,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,38.7861,-110.4983,1,A,II,
1041,Penitentiary Canyon,"38° 40' 18.12"" N, 110° 57' 18.36"" W",San Rafael Swell,Western Reef,1.2,1A II (<i>v1a1 II</i>),1A II,,,,0,0 ft,0,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,0.5 minutes,0.5,High Clearance,TRUE,38.6717,-110.9551,1,A,II,
34305,Crescent Canyon,"39° 0' 22.32"" N, 110° 24' 18.00"" W",San Rafael Swell,Northern Swell,2,3A I (v2a1 II),3A I,,,,2,25 ft,25,Apr-May; Sep-Nov,TRUE,FALSE,FALSE,FALSE,,0 minutes,0,High Clearance,TRUE,39.0062,-110.405,3,A,I,
1190,Grotto Canyon (Northern Swell),"39° 6' 32.76"" N, 110° 27' 52.20"" W",San Rafael Swell,Northern Swell,2,2B I (v1a2 II),2B I,,,2.28,,0 ft,0,"mar-jun, Sep-Oct",TRUE,TRUE,FALSE,FALSE,,0 minutes,0,High Clearance,TRUE,39.1091,-110.4645,2,B,I,
71160,Hopscotch Canyon,"39° 1' 8.76"" N, 110° 24' 31.32"" W",San Rafael Swell,Northern Swell,2,1A I (v1a1 I),1A I,,,1.9,0,0 ft,0,"Spring, Fall",TRUE,FALSE,TRUE,FALSE,,0 minutes,0,High Clearance,TRUE,39.0191,-110.4087,1,A,I,
82490,Joy Wave South Fork,"39° 4' 14.88"" N, 110° 26' 54.96"" W",San Rafael Swell,Northern Swell,2,,,,,,,,,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,39.0708,-110.4486,,,,
71171,Resonate Canyon,"39° 2' 34.44"" N, 110° 25' 46.20"" W",San Rafael Swell,Northern Swell,2,3A I (v4a1 I),3A I,,,2.6,2,170 ft,170,Srping;Fall,TRUE,FALSE,TRUE,FALSE,,0 minutes,0,4WD,TRUE,39.0429,-110.4295,3,A,I,
71166,Saunter Canyon,"39° 1' 56.28"" N, 110° 24' 41.40"" W",San Rafael Swell,Northern Swell,2,1A I (<i>v1a1</i> II),1A I,,,2.4,0,0 ft,0,Spring; Fall,TRUE,FALSE,TRUE,FALSE,,,,4WD,TRUE,39.0323,-110.4115,1,A,I,
71162,Thimble Canyon,"39° 1' 40.44"" N, 110° 24' 26.64"" W",San Rafael Swell,Northern Swell,2,3B I <i>R</i> (v5a2 II),3B I <i>R</i>,,,,3,150 ft,150,Spring; Fall,TRUE,FALSE,TRUE,FALSE,,0 minutes,0,4WD,TRUE,39.0279,-110.4074,3,B,I,R
82492,Belmont,"39° 3' 21.96"" N, 110° 25' 49.44"" W",San Rafael Swell,Northern Swell,1,,,,,,,,,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,39.0561,-110.4304,,,,
82503,DCB Canyon,"38° 53' 50.28"" N, 110° 27' 25.92"" W",San Rafael Swell,Eastern Reef,1,,,,,,,,,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,38.8973,-110.4572,,,,
1033,Fault Canyon,"38° 40' 56.28"" N, 110° 48' 36.36"" W",San Rafael Swell,Central Swell,1,,,,,,,,,,,,,,,,,,FALSE,38.6823,-110.8101,,,,
82505,Hidden Oasis,"38° 56' 41.28"" N, 110° 25' 28.92"" W",San Rafael Swell,Northern Swell,1,,,,,,,,,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,38.9448,-110.4247,,,,
82506,High Center,"38° 56' 57.12"" N, 110° 25' 35.04"" W",San Rafael Swell,Northern Swell,1,,,,,,,,,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,38.9492,-110.4264,,,,
82494,Redacted,"38° 59' 11.40"" N, 110° 24' 40.32"" W",San Rafael Swell,Northern Swell,1,,,,,,,,,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,38.9865,-110.4112,,,,
82495,Stones Throw,"39° 0' 46.44"" N, 110° 24' 33.48"" W",San Rafael Swell,Northern Swell,1,,,,,,,,,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,39.0129,-110.4093,,,,
82500,Box of Chocolates,"38° 53' 56.04"" N, 110° 27' 30.60"" W",San Rafael Swell,Eastern Reef,0,,,,,,,,,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,38.8989,-110.4585,,,,
1024,Corral Canyon,"38° 30' 32.76"" N, 111° 5' 43.44"" W",San Rafael Swell,Southern Swell,0,,,,,,,,,,,,,,,,,,FALSE,38.5091,-111.0954,,,,
82499,Farnsworth â€“ East Fork,"38° 41' 45.96"" N, 110° 37' 35.40"" W",San Rafael Swell,Eastern Reef,0,,,,,,,,,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,38.6961,-110.6265,,,,
82498,Farnsworth â€“ Hidden Bridge,"38° 41' 44.52"" N, 110° 37' 41.52"" W",San Rafael Swell,Eastern Reef,0,,,,,,,,,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,38.6957,-110.6282,,,,
82497,Flameout,"38° 44' 49.20"" N, 110° 30' 21.60"" W",San Rafael Swell,Eastern Reef,0,,,,,,,,,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,38.747,-110.506,,,,
82491,Hidden Skylight,"39° 3' 38.88"" N, 110° 26' 26.88"" W",San Rafael Swell,Northern Swell,0,,,,,,,,,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,39.0608,-110.4408,,,,
