pageid,name,coords,region,subregion,quality_score,rating_raw,rating_clean,time_lowhours,time_highhours,distance_mi,num_rappels,longest_raw,longest_rappel_ft,best_season_raw,season_spring,season_summer,season_fall,season_winter,best_season_notes,shuttle_raw,shuttle_minutes,vehicle_raw,vehicle_required,latitude,longitude,technical_class,water_rating,time_commitment,risk_rating
1034,Horse Heaven Canyon,"38° 30' 32.76"" N, 111° 3' 43.92"" W",San Rafael Swell,Southern Swell,0,,,,,,,,,,,,,,,,,,FALSE,38.5091,-111.0622,,,,
82496,Iron Bridge,"38° 44' 37.68"" N, 110° 30' 33.48"" W",San Rafael Swell,Eastern Reef,0,,,,,,,,,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,38.7438,-110.5093,,,,
82489,Joy Wave North Fork,"39° 4' 19.20"" N, 110° 26' 52.44"" W",San Rafael Swell,Northern Swell,0,,,,,,,,,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,39.072,-110.4479,,,,
82502,R3,"38° 53' 25.44"" N, 110° 27' 18.00"" W",San Rafael Swell,Eastern Reef,0,,,,,,,,,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,38.8904,-110.455,,,,
88142,Reid Nielson Draw,"38° 50' 4.92"" N, 110° 39' 22.32"" W",San Rafael Swell,Central Swell,0,2A (<i>v1a1</i>),2A,,,,,0 ft,0,,,,,,,,,,FALSE,38.8347,-110.6562,2,A,,
82493,Sesame Street,"38° 59' 47.40"" N, 110° 24' 37.44"" W",San Rafael Swell,Northern Swell,0,,,,,,,,,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,38.9965,-110.4104,,,,
82504,Slab me Silly,"38° 52' 50.16"" N, 110° 27' 32.76"" W",San Rafael Swell,Eastern Reef,0,,,,,,,,,Apr-Oct,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,38.8806,-110.4591,,,,
47175,Krill Canyon,"38° 44' 45.24"" N, 109° 33' 39.60"" W",Moab,Arches National Park,5,3A II (<i>v3a1 II</i>),3A II,3,5,,1,115 ft,115,"Fall, Summer, Spring",TRUE,TRUE,TRUE,FALSE,,0 minutes,0,Passenger,FALSE,38.7459,-109.561,3,A,II,
952,Lomatium Canyon,"38° 44' 49.56"" N, 109° 33' 36.36"" W",Moab,Arches National Park,4.4,3A II (<i>v3a1 II</i>),3A II,4,7,,2,120 ft,120,Mar-Nov,TRUE,TRUE,TRUE,FALSE,,0 minutes,0,Passenger,FALSE,38.7471,-109.5601,3,A,II,
510,Pleiades Canyon,"38° 28' 23.16"" N, 109° 17' 21.84"" W",Moab,Spanish Valley,4.1,3C II (<i>v3a4 II</i>),3C II,,,1.7,6,70 ft,70,July-October,FALSE,FALSE,FALSE,FALSE,,,,Passenger,FALSE,38.4731,-109.2894,3,C,II,
506,Lost and Found Canyon,"38° 47' 18.24"" N, 109° 29' 21.12"" W",Moab,Yellow Cat Mesa,4.1,3A III (<i>v3a1 III</i>),3A III,4,6,,3,132 ft,132,"Fall, Winter, Spring",TRUE,FALSE,TRUE,TRUE,,,,High Clearance,TRUE,38.7884,-109.4892,3,A,III,
950,Fiery Furnace,"38° 44' 35.52"" N, 109° 33' 56.88"" W",Moab,Arches National Park,4,2A II (<i>v1a1 II</i>),2A II,2,5,5,0,0 ft,0,Any;HOT in Summer,TRUE,TRUE,TRUE,TRUE,hot in summer,0 minutes,0,Passenger,FALSE,38.7432,-109.5658,2,A,II,
949,Elephant Butte,"38° 41' 44.16"" N, 109° 32' 23.64"" W",Moab,Arches National Park,3.8,3A III (<i>v3a1 III</i>),3A III,3,5,,2,82.021 ft,82,All year,TRUE,TRUE,TRUE,TRUE,,,,Passenger,FALSE,38.6956,-109.5399,3,A,III,
505,Granary Canyon,"38° 32' 39.48"" N, 109° 43' 11.64"" W",Moab,Potash Road,3.8,3A IV (<i>v3a1 IV</i>),3A IV,7,10,,7,200 ft,200,"Winter, Spring, Fall",TRUE,FALSE,TRUE,TRUE,,1 minutes,1,Passenger,FALSE,38.5443,-109.7199,3,A,IV,
951,Lomatium & Krill Loop,"38° 44' 35.16"" N, 109° 33' 57.24"" W",Moab,Arches National Park,0,3A III (<i>v3a1 III</i>),3A III,5,7,,6,120 ft,120,Mar-Nov,TRUE,TRUE,TRUE,FALSE,,0 minutes,0,Passenger,FALSE,38.7431,-109.5659,3,A,III,
512,Professor Creek,"38° 41' 1.68"" N, 109° 21' 19.80"" W",Moab,Castle Valley,3.7,3B III (<i>v3a2 III</i>),3B III,6,8,,2,60 ft,60,"Fall, Summer",FALSE,TRUE,TRUE,FALSE,,0 minutes,0,Passenger,FALSE,38.6838,-109.3555,3,B,III,
511,Pritchett Canyon,"38° 32' 5.64"" N, 109° 34' 15.96"" W",Moab,Kane Creek Road,3.6,3A III (<i>v3a1 III</i>),3A III,3,5,,3,135 ft,135,"Fall, Summer, Spring",TRUE,TRUE,TRUE,FALSE,,0 minutes,0,Passenger,FALSE,38.5349,-109.5711,3,A,III,
504,Dragonfly Canyon,"38° 39' 45.36"" N, 109° 34' 58.08"" W",Moab,Arches National Park,3.4,3B II (<i>v3a2 II</i>),3B II,3,5,,2,115 ft,115,"Fall, Summer, Spring",TRUE,TRUE,TRUE,FALSE,,,,Passenger,FALSE,38.6626,-109.5828,3,B,II,
507,Medieval Chamber,"38° 35' 33.36"" N, 109° 30' 29.52"" W",Moab,Sand Flats Road,3.5,3A II (<i>v3a1 II</i>),3A II,2,4,,2,165 ft,165,All year,TRUE,TRUE,TRUE,TRUE,,0.5 minutes,0.5,Passenger,FALSE,38.5926,-109.5082,3,A,II,
7609,SGR Slot,"38° 29' 35.16"" N, 109° 29' 31.56"" W",Moab,Spanish Valley,3.5,3A III R (<i>v5a1 III</i>),3A III R,6,10,6.5,6,95 ft,95,"Fall, Spring",TRUE,FALSE,TRUE,FALSE,,0 minutes,0,4WD,TRUE,38.4931,-109.4921,3,A,III,R
7613,Moonflower Canyon,"38° 33' 14.76"" N, 109° 34' 45.84"" W",Moab,Kane Creek Road,3.3,3A II (v3a1 II),3A II,2,4,3.2,2,220 ft,220,"Fall, Summer, Spring",TRUE,TRUE,TRUE,FALSE,,0 minutes,0,Passenger,FALSE,38.5541,-109.5794,3,A,II,
503,Entrajo Canyon,"38° 28' 52.68"" N, 109° 24' 13.68"" W",Moab,Spanish Valley,3,3B II (<i>v3a2 II</i>),3B II,2,4,,2,80 ft,80,"Fall, Summer, Spring",TRUE,TRUE,TRUE,FALSE,,,,Passenger,FALSE,38.4813,-109.4038,3,B,II,
501,Big Horn Canyon,"38° 39' 40.32"" N, 109° 35' 40.56"" W",Moab,Arches National Park,3.1,3A II (v3a1 II),3A II,3,5,,3,80 ft,80,All year,TRUE,TRUE,TRUE,TRUE,,,,Passenger,FALSE,38.6612,-109.5946,3,A,II,
55429,Rim Shot,"38° 33' 28.08"" N, 109° 34' 42.96"" W",Moab,Kane Creek Road,2.9,3A II (<i>v3a1 II</i>),3A II,,,2.95,6,210 ft,210,"Spring, Fall",TRUE,FALSE,TRUE,FALSE,,0 minutes,0,Passenger,FALSE,38.5578,-109.5786,3,A,II,
1125,Onion Creek,"38° 43' 10.56"" N, 109° 17' 12.84"" W",Moab,Castle Valley,3.1,3A III (<i>v3a1 III</i>),3A III,4,6,4.6,1,30 ft,30,"Fall, Summer, Spring",TRUE,TRUE,TRUE,FALSE,,,,4WD - High Clearance,TRUE,38.7196,-109.2869,3,A,III,
514,U-Turn Canyon,"38° 37' 27.84"" N, 109° 36' 14.76"" W",Moab,Arches National Park,2.7,3A II (<i>v3a1 II</i>),3A II,2,4,1,3,102 ft,102,All year,TRUE,TRUE,TRUE,TRUE,,0 minutes,0,Passenger,FALSE,38.6244,-109.6041,3,A,II,
513,Tierdrop Canyon,"38° 37' 32.16"" N, 109° 36' 23.04"" W",Moab,Arches National Park,2.9,3A II (<i>v3a1 II</i>),3A II,2,4,,3,132 ft,132,All year,TRUE,TRUE,TRUE,TRUE,,0 minutes,0,Passenger,FALSE,38.6256,-109.6064,3,A,II,
509,Not Tierdrop Canyon,"38° 37' 29.64"" N, 109° 36' 18.72"" W",Moab,Arches National Park,2.8,3A II (<i>v3a1 II</i>),3A II,2,4,,2,197 ft,197,All year,TRUE,TRUE,TRUE,TRUE,,0 minutes,0,Passenger,FALSE,38.6249,-109.6052,3,A,II,
55230,Crack'N Jill,"38° 32' 40.00"" N, 109° 34' 56.00"" W",Moab,Kane Creek Road,3.1,4A III (<i>v4a1 III</i>),4A III,,,3,5,80 ft,80,,,,,,,0 minutes,0,Passenger,FALSE,38.5444,-109.5822,4,A,III,
58188,Brides Canyon (Upper),"38° 37' 3.72"" N, 109° 39' 15.12"" W",Moab,Gemini Bridges,3,3A II (<i>v3a1 II</i>),3A II,3,5,2,4,50 ft,50,"Spring and Fall are best, but winter is fine if there isn't too much snow. The Gemini Bridges Road can be quite trecherous when snowy and icy.",TRUE,FALSE,TRUE,TRUE,,0 minutes,0,High Clearance,TRUE,38.6177,-109.6542,3,A,II,
508,MMI Canyon,"38° 46' 51.60"" N, 109° 29' 18.60"" W",Moab,Yellow Cat Mesa,2.7,3A III (<i>v3a1 III</i>),3A III,4,6,,4,197 ft,197,"Fall, Winter, Spring",TRUE,FALSE,TRUE,TRUE,,,,Passenger,FALSE,38.781,-109.4885,3,A,III,
515,Winter Camp Slot,"38° 47' 44.88"" N, 109° 26' 11.04"" W",Moab,Yellow Cat Mesa,2.6,3A II (<i>v3a1 II</i>),3A II,1,2,,1,181 ft,181,"Fall, Winter, Spring",TRUE,FALSE,TRUE,TRUE,,0 minutes,0,High Clearance,TRUE,38.7958,-109.4364,3,A,II,
55227,Bow and Arrow,"38° 32' 30.84"" N, 109° 36' 41.04"" W",Moab,Potash Road,2.6,3A II (<i>v3a1 II</i>),3A II,3,5,2.75,4,100 ft,100,Spring or Fall,TRUE,FALSE,TRUE,FALSE,,0 minutes,0,Passenger,FALSE,38.5419,-109.6114,3,A,II,
7611,Fins and Things Canyon,"38° 34' 33.60"" N, 109° 29' 34.44"" W",Moab,Sand Flats Road,2.7,3A II (<i>v2a1 II</i>),3A II,2,5,2.5,2,17 ft,17,All year,TRUE,TRUE,TRUE,TRUE,,,,Passenger,FALSE,38.576,-109.4929,3,A,II,
7615,Sunseed Canyon,"38° 32' 39.48"" N, 109° 34' 32.88"" W",Moab,Kane Creek Road,2.7,3A II (<i>v3a1 II</i>),3A II,3,6,5.8,2,200 ft,200,All year,TRUE,TRUE,TRUE,TRUE,,,,Passenger,FALSE,38.5443,-109.5758,3,A,II,
953,Repeat Jr,"38° 47' 59.64"" N, 109° 25' 28.92"" W",Moab,Yellow Cat Mesa,2.4,3A I (<i>v3a1 I</i>),3A I,1,2,,1,197 ft,197,"Fall, Winter, Spring",TRUE,FALSE,TRUE,TRUE,,,,High Clearance,TRUE,38.7999,-109.4247,3,A,I,
502,Cameltoe Canyon,"38° 35' 43.80"" N, 109° 37' 36.84"" W",Moab,Potash Road,2.3,3B II (<i>v3a2 II</i>),3B II,3,5,,3,50 ft,50,"Fall, Summer, Spring",TRUE,TRUE,TRUE,FALSE,,0 minutes,0,Passenger,FALSE,38.5955,-109.6269,3,B,II,
74609,Mel Slot (Tombstone),"38° 15' 12.60"" N, 109° 20' 42.72"" W",Moab,Moab,3.5,3A II (<i>v3a1 II</i>),3A II,,,4.3,3,130 ft,130,"Spring, Fall",TRUE,FALSE,TRUE,FALSE,,0 minutes,0,High Clearance,TRUE,38.2535,-109.3452,3,A,II,
1120,Covert Arch,"38° 47' 51.00"" N, 109° 26' 6.00"" W",Moab,Yellow Cat Mesa,3.3,2A II (<i>v1a1 II</i>),2A II,1,2,,,0 ft,0,Any;HOT in Summer,TRUE,TRUE,TRUE,TRUE,hot in summer,,,,FALSE,38.7975,-109.435,2,A,II,
43424,Lockjaw Canyon,"38° 35' 49.92"" N, 109° 40' 14.16"" W",Moab,Moab,2,3A III (<i>v3a1 III</i>),3A III,3,5,,2,80 ft,80,Any;HOT in Summer,TRUE,TRUE,TRUE,TRUE,hot in summer,0 minutes,0,4WD - High Clearance,TRUE,38.5972,-109.6706,3,A,III,
34290,Elephant Canyon,"38° 11' 42.72"" N, 109° 50' 51.36"" W",Moab,Canyonlands National Park,2.5,3A IV (<i>v3a1 IV</i>),3A IV,,,9,4,80 ft,80,Late Winter or Fall. The area is closed from May 1 to September 1. March or April might be difficult since you have to hike along the river.,FALSE,FALSE,TRUE,TRUE,,0 minutes,0,Passenger,FALSE,38.1952,-109.8476,3,A,IV,
42963,Marble Canyon (disambiguation),"38° 59' 59.64"" N, 109° 7' 54.84"" W",Moab,Castle Valley,3.7,3B I (v4a2 III),3B I,,,,7,180 ft,180,"Spring, Summer, Fall",TRUE,TRUE,TRUE,FALSE,,120 minutes,120,Passenger,FALSE,38.9999,-109.1319,3,B,I,
30753,Faux Falls,"38° 28' 51.96"" N, 109° 24' 41.76"" W",Moab,Spanish Valley,2.3,3C II (<i>v3a4 II</i>),3C II,1,3,0.5,2,75 ft,75,May-Jun,TRUE,TRUE,FALSE,FALSE,,0 minutes,0,Passenger,FALSE,38.4811,-109.4116,3,C,II,
43755,Eye of the Whale,"38° 42' 55.08"" N, 109° 36' 6.12"" W",Moab,Arches National Park,2.6,2A I (<i>v1a1 I</i>),2A I,,,,,0 ft,0,,,,,,,,,,FALSE,38.7153,-109.6017,2,A,I,
43426,Mastodon Canyon,"38° 32' 51.36"" N, 109° 35' 12.84"" W",Moab,Kane Creek Road,2,2A I (<i>v1a1 I</i>),2A I,,,,,0 ft,0,,,,,,,,,,FALSE,38.5476,-109.5869,2,A,I,
81177,Elephant BUTT,"38° 41' 41.28"" N, 109° 32' 28.32"" W",Moab,Arches National Park,4,3A III (<i>v3a1 III</i>),3A III,,,,3,280 ft,280,,,,,,,,,,FALSE,38.6948,-109.5412,3,A,III,
25672,Holeman Slot,"38° 23' 41.28"" N, 109° 57' 36.72"" W",Moab,Canyonlands National Park,2,4B II (<i>v4a2 II</i>),4B II,,,,1,90 ft,90,,,,,,,0 minutes,0,4WD - High Clearance,TRUE,38.3948,-109.9602,4,B,II,
1121,Funnel Arch,"38° 31' 19.20"" N, 109° 35' 53.52"" W",Moab,Kane Creek Road,2,3A II (<i>v3a1 II</i>),3A II,,,,3,90 ft,90,Spring and Fall,TRUE,FALSE,TRUE,FALSE,,0 minutes,0,Passenger,FALSE,38.522,-109.5982,3,A,II,
34294,Thompson Canyon,"39° 3' 7.92"" N, 109° 43' 17.04"" W",Moab,Moab,3,,,,,,,,,Spring;Summer;Fall;Winter,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,39.0522,-109.7214,,,,
18718,Moab Wind Caves,"38° 27' 2.88"" N, 109° 39' 55.08"" W",Moab,Kane Creek Road,2,Cave 2A I (<i>v1a1 I</i>),Cave 2A I,,,,,0 ft,0,,,,,,,,,,FALSE,38.4508,-109.6653,,,I,
91370,Stooge Pen,"38° 37' 49.44"" N, 109° 36' 26.28"" W",Moab,Arches National Park,2,,,,,,,,,,,,,,,,,,FALSE,38.6304,-109.6073,,,,
43425,Cut Canyon (Upper),"38° 32' 36.96"" N, 109° 35' 15.36"" W",Moab,Kane Creek Road,1,2A II (<i>v1a1 II</i>),2A II,,,,,0 ft,0,,,,,,,,,,FALSE,38.5436,-109.5876,2,A,II,
91109,Boris Canyon,"38° 47' 39.48"" N, 109° 7' 6.24"" W",Moab,Moab,0,,,,,,,,,,,,,,,,,,FALSE,38.7943,-109.1184,,,,
92246,Fat Juni,"38° 38' 1.68"" N, 109° 40' 16.32"" W",Moab,Gemini Bridges,0,3A (<i>v3a1</i>),3A,,,,,,,,,,,,,,,,FALSE,38.6338,-109.6712,3,A,,
91112,Jumping Juniper,"38° 47' 33.36"" N, 109° 8' 36.96"" W",Moab,Moab,0,,,,,,,,,,,,,,,,,,FALSE,38.7926,-109.1436,,,,
99920,Lost Trekker,"39° 0' 37.08"" N, 109° 54' 2.88"" W",Moab,Moab,0,,,,,,,,,,,,,,,,,,FALSE,39.0103,-109.9008,,,,
91110,Lusi Canyon,"38° 47' 8.16"" N, 109° 5' 30.12"" W",Moab,Moab,0,,,,,,,,,,,,,,,,,,FALSE,38.7856,-109.0917,,,,
91111,Sage Canyon,"38° 45' 37.08"" N, 109° 6' 41.40"" W",Moab,Moab,0,,,,,,,,,,,,,,,,,,FALSE,38.7603,-109.1115,,,,
34293,Sagers Canyon,"39° 1' 1.92"" N, 109° 37' 22.08"" W",Moab,Moab,0,,,,,,,,,Spring;Summer;Fall;Winter,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,39.0172,-109.6228,,,,
1127,Sevenmile Canyon,,Moab,Arches National Park,0,2A II (<i>v1a1 II</i>),2A II,,,,,0 ft,0,,,,,,,,,,FALSE,,,2,A,II,
1129,Snake In Mouth,,Moab,Arches National Park,0,2A I (<i>v1a1 I</i>),2A I,,,,,0 ft,0,,,,,,,,,,FALSE,,,2,A,I,
43754,Tower Arch,"38° 47' 33.00"" N, 109° 40' 31.08"" W",Moab,Arches National Park,0,2A II (<i>v1a1 II</i>),2A II,,,,,0 ft,0,,,,,,,,,,FALSE,38.7925,-109.6753,2,A,II,
279,Poe Canyon,"37° 33' 22.68"" N, 110° 53' 9.60"" W",Glen Canyon,Halls Creek area,4.8,4B V X (<i>v6a2 V</i>),4B V X,10,20,4.3,16,135 ft,135,Spring; Fall.,TRUE,FALSE,TRUE,FALSE,,0 minutes,0,Passenger,FALSE,37.5563,-110.886,4,B,V,X
52211,Jiminy Cricket,"37° 33' 31.68"" N, 110° 53' 17.16"" W",Glen Canyon,Halls Creek area,5,4B V X (<i>v6a2 V</i>),4B V X,,,,,,,Spring or Fall,TRUE,FALSE,TRUE,FALSE,,0 minutes,0,Passenger,FALSE,37.5588,-110.8881,4,B,V,X
322,Hard Day Harvey Canyon,"37° 39' 47.52"" N, 110° 33' 22.68"" W",Glen Canyon,Ticaboo Mesa,4.4,3B III R (<i>v5a2 III</i>),3B III R,4,8.5,5.7,4,50 ft,50,Spring through Fall,TRUE,TRUE,TRUE,FALSE,,0 minutes,0,High Clearance,TRUE,37.6632,-110.5563,3,B,III,R
323,Montezuma Canyon,"37° 39' 8.64"" N, 110° 33' 27.36"" W",Glen Canyon,Ticaboo Mesa,4.4,4B III (<i>v4a2 III</i>),4B III,5,8,3.2,4,260 ft,260,,,,,,,,,High Clearance,TRUE,37.6524,-110.5576,4,B,III,
313,Paradiso Canyon,"37° 41' 20.04"" N, 110° 31' 18.12"" W",Glen Canyon,Ticaboo Mesa,4.3,3B II PG (<i>v4a2 II</i>),3B II PG,3,7,3.9,4,80 ft,80,Any;HOT in Summer,TRUE,TRUE,TRUE,TRUE,hot in summer,0 minutes,0,High Clearance,TRUE,37.6889,-110.5217,3,B,II,PG
278,Happy Dog Canyon,"37° 34' 34.32"" N, 110° 53' 29.40"" W",Glen Canyon,Halls Creek area,4.3,4B V R (<i>v5a2 V</i>),4B V R,7,11,3,6,140 ft,140,,,,,,,0 minutes,0,Passenger,FALSE,37.5762,-110.8915,4,B,V,R
325,Psychological Damage Canyon,"37° 36' 5.04"" N, 110° 37' 35.40"" W",Glen Canyon,Ticaboo Mesa,4.3,3B III X (<i>v6a2 III</i>),3B III X,4,8,4,0,0 ft,0,Any;HOT in Summer,TRUE,TRUE,TRUE,TRUE,hot in summer,0 minutes,0,High Clearance,TRUE,37.6014,-110.6265,3,B,III,X
321,Good Day Jim Canyon,"37° 39' 55.44"" N, 110° 33' 34.56"" W",Glen Canyon,Ticaboo Mesa,4,3B III R (<i>v5a2 III</i>),3B III R,5,8,5.6,5,66 ft,66,Spring through Fall.,TRUE,TRUE,TRUE,FALSE,,,,High Clearance,TRUE,37.6654,-110.5596,3,B,III,R
311,Inferno Canyon,"37° 41' 7.44"" N, 110° 31' 53.40"" W",Glen Canyon,Ticaboo Mesa,4,3A II R (<i>v5a1 II</i>),3A II R,4,6,2.5,5,83 ft,83,Any; hot in summer,TRUE,TRUE,TRUE,TRUE,hot in summer,0 minutes,0,High Clearance,TRUE,37.6854,-110.5315,3,A,II,R
318,Euphrates Canyon,"37° 39' 9.72"" N, 110° 32' 36.96"" W",Glen Canyon,Ticaboo Mesa,4,4B III (<i>v4a2 III</i>),4B III,4,6,2.6,2,200 ft,200,,,,,,,,,High Clearance,TRUE,37.6527,-110.5436,4,B,III,
948,Tinnitus,"37° 36' 57.96"" N, 110° 36' 11.88"" W",Glen Canyon,Ticaboo Mesa,4,4B II R (<i>v5a2 II</i>),4B II R,,,,3,80 ft,80,"Fall, Winter, Spring",TRUE,FALSE,TRUE,TRUE,,,,4WD - High Clearance,TRUE,37.6161,-110.6033,4,B,II,R
312,Limbo Canyon,"37° 41' 4.92"" N, 110° 31' 42.60"" W",Glen Canyon,Ticaboo Mesa,3.7,4A III R (<i>v5a1 III</i>),4A III R,6,7,2.6,5,120 ft,120,,,,,,,0 minutes,0,High Clearance,TRUE,37.6847,-110.5285,4,A,III,R
320,Glaucoma Canyon,"37° 37' 7.68"" N, 110° 36' 14.76"" W",Glen Canyon,Ticaboo Mesa,4,4A III X (<i>v6a1 III</i>),4A III X,4,7,2.9,0,180 ft,180,,,,,,,0 minutes,0,High Clearance,TRUE,37.6188,-110.6041,4,A,III,X
314,Purgatory Canyon (Dave's Not Dead),"37° 41' 12.84"" N, 110° 32' 1.32"" W",Glen Canyon,Ticaboo Mesa,3.4,3A II (<i>v3a1 II</i>),3A II,3,8,2.7,7,105 ft,105,Any;HOT in Summer,TRUE,TRUE,TRUE,TRUE,hot in summer,0 minutes,0,High Clearance,TRUE,37.6869,-110.5337,3,A,II,
327,Sinusitis Canyon,"37° 37' 7.68"" N, 110° 36' 33.48"" W",Glen Canyon,Ticaboo Mesa,3.8,4B II R (<i>v5a2 II</i>),4B II R,4,6,5.1,1,30 ft,30,,,,,,,0 minutes,0,4WD - High Clearance,TRUE,37.6188,-110.6093,4,B,II,R
914,Baboon Laughs,"37° 34' 12.00"" N, 110° 53' 1.32"" W",Glen Canyon,Halls Creek area,3.5,3B V (<i>v3a2 V</i>),3B V,4,48,,6,165 ft,165,Spring;Fall,TRUE,FALSE,TRUE,FALSE,,0 minutes,0,Passenger,FALSE,37.57,-110.8837,3,B,V,
316,Double Entendre,"37° 42' 2.16"" N, 110° 33' 1.80"" W",Glen Canyon,Ticaboo Mesa,3.7,4B III PG (<i>v4a2 III</i>),4B III PG,1,6,3.2,,150 ft,150,,,,,,,,,High Clearance,TRUE,37.7006,-110.5505,4,B,III,PG
546,Ticaboo Canyon (Upper),"37° 42' 5.40"" N, 110° 34' 48.72"" W",Glen Canyon,Ticaboo Mesa,3.5,3B III (<i>v3a2 III</i>),3B III,6,8,5,7,195 ft,195,Spring through Fall;HOT in Summer,TRUE,TRUE,TRUE,FALSE,hot in summer,,,,FALSE,37.7015,-110.5802,3,B,III,
545,Blue Pool Wash,"37° 2' 14.64"" N, 111° 37' 0.12"" W",Glen Canyon,Big Water,3.2,3A I (<i>v3a1 I</i>),3A I,,,1.25,3,40 ft,40,Any;HOT in Summer,TRUE,TRUE,TRUE,TRUE,hot in summer,0 minutes,0,Passenger,FALSE,37.0374,-111.6167,3,A,I,
315,Double Deuce Canyon,"37° 38' 34.44"" N, 110° 35' 53.16"" W",Glen Canyon,Ticaboo Mesa,3.5,4B III (<i>v4a2 III</i>),4B III,,,3.3,7,125 ft,125,,,,,,,0 minutes,0,High Clearance,TRUE,37.6429,-110.5981,4,B,III,
310,Devils Thumb,"37° 40' 45.12"" N, 110° 32' 20.76"" W",Glen Canyon,Ticaboo Mesa,3.5,4B III (<i>v4a2 III</i>),4B III,5,8,3,4,55 ft,55,,,,,,,0 minutes,0,High Clearance,TRUE,37.6792,-110.5391,4,B,III,
10320,East of Stateline Canyon,"37° 0' 0.36"" N, 111° 31' 18.48"" W",Glen Canyon,Big Water,3.4,2A I (<i>v1a1 I</i>),2A I,2,4,3,0,0 ft,0,,,,,,,0 minutes,0,Passenger,FALSE,37.0001,-111.5218,2,A,I,
937,Mumbai Canyon,"37° 19' 53.40"" N, 110° 57' 32.76"" W",Glen Canyon,Glen Canyon NRA,4.5,4A IV X (<i>v6a1 IV</i>),4A IV X,11,14,13.1,2,90 ft,90,,,,,,,,,,FALSE,37.3315,-110.9591,4,A,IV,X
10263,Stud Horse Point Canyon,"37° 0' 13.32"" N, 111° 36' 7.20"" W",Glen Canyon,Big Water,3,2A I (<i>v1a1 I</i>),2A I,1,3,1.1,0,0 ft,0,,,,,,,0 minutes,0,Passenger,FALSE,37.0037,-111.602,2,A,I,
980,State Line Canyon,"36° 59' 19.68"" N, 111° 32' 52.08"" W",Glen Canyon,Big Water,2.6,3A I (<i>v3a1 I</i>),3A I,2,4,,3,35 ft,35,Any;HOT in Summer,TRUE,TRUE,TRUE,TRUE,hot in summer,0 minutes,0,,FALSE,36.9888,-111.5478,3,A,I,
19518,Pothoez Canyon,"37° 36' 25.56"" N, 110° 37' 35.40"" W",Glen Canyon,Ticaboo Mesa,3,4A III PG (<i>v4a1 III</i>),4A III PG,5,7,4.5,4,70 ft,70,,,,,,,,,,FALSE,37.6071,-110.6265,4,A,III,PG
324,Off the Hook Canyon,"37° 41' 53.16"" N, 110° 32' 37.68"" W",Glen Canyon,Ticaboo Mesa,3.5,4A II (<i>v4a1 II</i>),4A II,4.5,6.5,3,5,150 ft,150,,,,,,,,,High Clearance,TRUE,37.6981,-110.5438,4,A,II,
931,Lost Eden,"37° 26' 41.28"" N, 110° 46' 13.44"" W",Glen Canyon,Bullfrog,4,,,,,,,,,,,,,,,,,,FALSE,37.4448,-110.7704,,,,
19766,Smith Fork Canyon,"37° 36' 10.80"" N, 110° 38' 40.56"" W",Glen Canyon,Ticaboo Mesa,4,2A <i>III</i> (<i>v1a1 III</i>),2A <i>III</i>,4,6,,,0 ft,0,Any;HOT in Summer,TRUE,TRUE,TRUE,TRUE,hot in summer,,,,FALSE,37.603,-110.6446,2,A,III,
319,Fiddlestix Canyon,"37° 39' 56.88"" N, 110° 32' 30.48"" W",Glen Canyon,Ticaboo Mesa,2.3,3A III (<i>v3a1 III</i>),3A III,2.5,4,1.8,3,185 ft,185,Spring; Fall; Winter,TRUE,FALSE,TRUE,TRUE,,0 minutes,0,High Clearance,TRUE,37.6658,-110.5418,3,A,III,
328,Warm Springs Creek,"37° 37' 39.72"" N, 110° 37' 3.72"" W",Glen Canyon,Ticaboo Mesa,2,3A III R (<i>v5a1 III</i>),3A III R,2,3,4.2,0,12 ft,12,,,,,,,,,High Clearance,TRUE,37.6277,-110.6177,3,A,III,R
942,Seven Mile Canyon (Big East Fork),"37° 39' 43.92"" N, 110° 34' 15.96"" W",Glen Canyon,Ticaboo Mesa,3,3A II (<i>v3a1 II</i>),3A II,4,6,5.2,4,70 ft,70,,,,,,,0 minutes,0,4WD - High Clearance,TRUE,37.6622,-110.5711,3,A,II,
329,Wormhole Canyon,"37° 36' 34.92"" N, 110° 38' 25.08"" W",Glen Canyon,Ticaboo Mesa,3.5,3A II R (<i>v5a1 II</i>),3A II R,2,4,3.8,0,,,,,,,,,0 minutes,0,High Clearance,TRUE,37.6097,-110.6403,3,A,II,R
326,Pottymouth Canyon,"37° 37' 36.48"" N, 110° 36' 16.92"" W",Glen Canyon,Ticaboo Mesa,4,2A I (<i>v1a1 I</i>),2A I,0.5,3.5,0.9,0,0 ft,0,,,,,,,,,High Clearance,TRUE,37.6268,-110.6047,2,A,I,
