pageid,name,coords,region,quality_score,rating_raw,rating_clean,time_lowhours,time_highhours,distance_mi,num_rappels,longest_raw,longest_rappel_ft,best_season_raw,season_spring,season_summer,season_fall,season_winter,best_season_notes,shuttle_raw,shuttle_minutes,vehicle_raw,vehicle_required
84010,Hoodoo You Love?,"37° 54' 24.84"" N, 111° 15' 4.68"" W",Escalante,1.0,3A I (<i>v3a1 I</i>),3A I,,,,2,164.042 ft,164,,,,,,,,,,False
53876,The Overachiever,"37° 56' 48.48"" N, 111° 15' 53.28"" W",Escalante,1.0,3A IV PG (<i>v4a1 IV</i>),3A IV PG,,,,9,250 ft,250,NOT summer,False,True,False,False,,,,4WD,True
737,25 Mile Wash,"37° 33' 28.08"" N, 111° 10' 41.52"" W",Escalante,0.0,,,,,,,,,,,,,,,,,,False
53805,Bear-bones,"38° 1' 48.00"" N, 111° 12' 55.44"" W",Escalante,0.0,,,,,,,,,,,,,,,,,,False
46057,Big Freaking Silo (BFS),"37° 28' 0.12"" N, 111° 9' 54.00"" W",Escalante,0.0,3A II XX (<i>v7a1 II</i>),3A II XX,,,,,,,,,,,,,,,,False
53885,Choprock (North Fork),"37° 42' 26.64"" N, 111° 7' 21.00"" W",Escalante,0.0,4B IV (<i>v4a2 IV</i>),4B IV,,,,,,,,,,,,,,,,False
53800,Durffey's Dud,"37° 48' 12.24"" N, 111° 22' 31.44"" W",Escalante,0.0,3A II (<i>v3a1 II</i>),3A II,,,,,,,,,,,,,,,,False
753,Escalante River,"37° 34' 11.64"" N, 111° 5' 48.48"" W",Escalante,0.0,,,,,,,,,,,,,,,,,,False
53803,High and Right,"37° 55' 50.52"" N, 111° 34' 43.32"" W",Escalante,0.0,,,,,,,,,,,,,,,,,,False
760,Little Scorpion Canyons,"37° 26' 38.76"" N, 111° 7' 29.64"" W",Escalante,0.0,,,,,,,,,,,,,,,,,,False
19737,Sandslide Canyon,"37° 28' 58.08"" N, 111° 10' 4.44"" W",Escalante,0.0,2A <i>II</i> (<i>v1a1 II</i>),2A <i>II</i>,2.0,4.0,3.7,1,110 ft,110,,,,,,,,,,False
19740,TOD Canyon,"37° 44' 23.28"" N, 111° 20' 11.40"" W",Escalante,0.0,3B <i>III</i> (<i>v3a2 III</i>),3B <i>III</i>,7.0,9.0,6.6,4,,,,,,,,,,,,False
53808,Whomping Willow,"37° 19' 8.76"" N, 111° 1' 27.48"" W",Escalante,0.0,3A I (<i>v3a1 I</i>),3A I,,,,,,,,,,,,,,,,False
19739,Wingate Willie,"37° 34' 22.08"" N, 111° 3' 30.60"" W",Escalante,0.0,,,,,,,,,,,,,,,,,,False
