pageid,name,coords,region,quality_score,rating_raw,rating_clean,time_lowhours,time_highhours,distance_mi,num_rappels,longest_raw,longest_rappel_ft,best_season_raw,season_spring,season_summer,season_fall,season_winter,best_season_notes,shuttle_raw,shuttle_minutes,vehicle_raw,vehicle_required
1022,Chute Canyon (Lower),"38° 36' 37.44"" N, 110° 45' 25.92"" W",Eastern Reef,2.1,1A II (<i>v1a1 II</i>),1A II,3.0,7.0,11.0,,0 ft,0,Fall; Winter; Spring,True,False,True,True,,,,,False
65690,Furniture Draw,"39° 9' 51.48"" N, 110° 43' 45.12"" W",Northern Swell,3.0,1B I (v1a2 II),1B I,,,2.0,,0 ft,0,"Dec-May, Sep-Nov",False,False,False,False,,0 minutes,0.0,Passenger,False
1036,Gem Canyon (West Fork),"38° 43' 21.36"" N, 111° 2' 6.72"" W",Western Reef,4.0,3A IV (<i>v3a1 IV</i>),3A IV,,,,,,,Apr-Oct,False,False,False,False,,,,,False
71168,Succinct Canyon,"39° 2' 29.04"" N, 110° 24' 52.92"" W",Northern Swell,2.0,3A I (v3a1 III),3A I,,,1.7,4,115 ft,115,Spring;Fall,True,False,True,False,,,,4WD,True
25736,Devils Canyon (Utah),"38° 50' 38.76"" N, 110° 55' 33.24"" W",Central Swell,3.0,2 (<i>v1</i>),2,,,,,0 ft,0,,,,,,,,,4WD,True
65496,Little Holes Canyon,"39° 9' 42.12"" N, 110° 41' 13.56"" W",Northern Swell,3.0,2B II PG (v2a2 II),2B II PG,,,2.35,0,0 ft,0,Dec-Nov,False,False,False,False,,0.5 minutes,0.5,Passenger,False
1040,Mud Canyon,"38° 34' 55.56"" N, 110° 57' 21.24"" W",Southern Swell,3.0,2A II (<i>v1a1 II</i>),2A II,,,,,0 ft,0,,,,,,,,,,False
34257,Poncho Wash,"38° 43' 32.52"" N, 111° 4' 43.32"" W",Western Reef,3.0,3A III (<i>v3a1 III</i>),3A III,,,6.0,2,155 ft,155,"Inaccessible in winter, too hot in summer",False,True,False,True,hot in summer,,,,False
1044,Straight Wash (Lower),"38° 47' 9.96"" N, 110° 29' 53.88"" W",Eastern Reef,3.0,1A II (<i>v1a1 II</i>),1A II,,,,,0 ft,0,Apr-Oct,False,False,False,False,,,,,False
1041,Penitentiary Canyon,"38° 40' 18.12"" N, 110° 57' 18.36"" W",Western Reef,1.2,1A II (<i>v1a1 II</i>),1A II,,,,0,0 ft,0,Apr-Oct,False,False,False,False,,0.5 minutes,0.5,High Clearance,True
34305,Crescent Canyon,"39° 0' 22.32"" N, 110° 24' 18.00"" W",Northern Swell,2.0,3A I (v2a1 II),3A I,,,,2,25 ft,25,Apr-May; Sep-Nov,False,False,False,False,,0 minutes,0.0,High Clearance,True
1190,Grotto Canyon (Northern Swell),"39° 6' 32.76"" N, 110° 27' 52.20"" W",Northern Swell,2.0,2B I (v1a2 II),2B I,,,2.28,,0 ft,0,"mar-jun, Sep-Oct",False,False,False,False,,0 minutes,0.0,High Clearance,True
71160,Hopscotch Canyon,"39° 1' 8.76"" N, 110° 24' 31.32"" W",Northern Swell,2.0,1A I (v1a1 I),1A I,,,1.9,0,0 ft,0,"Spring, Fall",True,False,True,False,,0 minutes,0.0,High Clearance,True
82490,Joy Wave South Fork,"39° 4' 14.88"" N, 110° 26' 54.96"" W",Northern Swell,2.0,,,,,,,,,Apr-Oct,False,False,False,False,,,,,False
71171,Resonate Canyon,"39° 2' 34.44"" N, 110° 25' 46.20"" W",Northern Swell,2.0,3A I (v4a1 I),3A I,,,2.6,2,170 ft,170,Srping;Fall,False,False,True,False,,0 minutes,0.0,4WD,True
71166,Saunter Canyon,"39° 1' 56.28"" N, 110° 24' 41.40"" W",Northern Swell,2.0,1A I (<i>v1a1</i> II),1A I,,,2.4,0,0 ft,0,Spring; Fall,True,False,True,False,,,,4WD,True
71162,Thimble Canyon,"39° 1' 40.44"" N, 110° 24' 26.64"" W",Northern Swell,2.0,3B I <i>R</i> (v5a2 II),3B I <i>R</i>,,,,3,150 ft,150,Spring; Fall,True,False,True,False,,0 minutes,0.0,4WD,True
82492,Belmont,"39° 3' 21.96"" N, 110° 25' 49.44"" W",Northern Swell,1.0,,,,,,,,,Apr-Oct,False,False,False,False,,,,,False
82503,DCB Canyon,"38° 53' 50.28"" N, 110° 27' 25.92"" W",Eastern Reef,1.0,,,,,,,,,Apr-Oct,False,False,False,False,,,,,False
1033,Fault Canyon,"38° 40' 56.28"" N, 110° 48' 36.36"" W",Central Swell,1.0,,,,,,,,,,,,,,,,,,False
82505,Hidden Oasis,"38° 56' 41.28"" N, 110° 25' 28.92"" W",Northern Swell,1.0,,,,,,,,,Apr-Oct,False,False,False,False,,,,,False
82506,High Center,"38° 56' 57.12"" N, 110° 25' 35.04"" W",Northern Swell,1.0,,,,,,,,,Apr-Oct,False,False,False,False,,,,,False
